Study	Tissue	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MSSM	STG	ora_up	BP	GO:0120162	positive regulation of cold-induced thermogenesis	7/283	77/13000	0.0014091812075215297	0.019591988338681112	0.015764891354647224	SYK/GJA1/IL18/ZNF516/LPIN1/IGF1R/ADIPOR1	7
MSSM	STG	ora_up	BP	GO:1901216	positive regulation of neuron death	7/283	77/13000	0.0014091812075215297	0.019591988338681112	0.015764891354647224	ITGB2/NUPR1/TYROBP/ITGAM/GRN/CLU/DAXX	7
MSSM	STG	ora_up	BP	GO:0032637	interleukin-8 production	6/283	57/13000	0.0014429899572601008	0.019984575199582938	0.016080790338578323	CD74/TLR7/SYK/LGALS9/TLR3/ZNF580	6
MSSM	STG	ora_up	BP	GO:0002679	respiratory burst involved in defense response	3/283	11/13000	0.0014794778918604742	0.01998472031934362	0.0160809071106599	TREM2/PIK3CG/GRN	3
MSSM	STG	ora_up	BP	GO:0036006	cellular response to macrophage colony-stimulating factor stimulus	3/283	11/13000	0.0014794778918604742	0.01998472031934362	0.0160809071106599	TREM2/CSF1R/DOK1	3
MSSM	STG	ora_up	BP	GO:0060099	regulation of phagocytosis, engulfment	3/283	11/13000	0.0014794778918604742	0.01998472031934362	0.0160809071106599	TREM2/C3/ANO6	3
MSSM	STG	ora_up	BP	GO:1905153	regulation of membrane invagination	3/283	11/13000	0.0014794778918604742	0.01998472031934362	0.0160809071106599	TREM2/C3/ANO6	3
MSSM	STG	ora_up	BP	GO:0032615	interleukin-12 production	5/283	39/13000	0.001482000447433901	0.01998472031934362	0.0160809071106599	LAPTM5/SYK/LGALS9/TLR3/IRF5	5
MSSM	STG	ora_up	BP	GO:0032655	regulation of interleukin-12 production	5/283	39/13000	0.001482000447433901	0.01998472031934362	0.0160809071106599	LAPTM5/SYK/LGALS9/TLR3/IRF5	5
MSSM	STG	ora_up	BP	GO:0043303	mast cell degranulation	5/283	39/13000	0.001482000447433901	0.01998472031934362	0.0160809071106599	CD84/SYK/LGALS9/PIK3CG/SNAP23	5
MSSM	STG	ora_up	BP	GO:0070372	regulation of ERK1 and ERK2 cascade	12/283	202/13000	0.0015798441128159811	0.021155523541606457	0.017023005752082786	TREM2/CD74/NPNT/ANGPT1/SYK/CSF1R/LGALS9/TGFB1/CD4/GCNT2/MAPK3/CRKL	12
MSSM	STG	ora_up	BP	GO:0034103	regulation of tissue remodeling	6/283	58/13000	0.0015806189877754476	0.021155523541606457	0.017023005752082786	TMEM119/SYK/IL18/CSF1R/TGFB1/ROCK1	6
MSSM	STG	ora_up	BP	GO:0071559	response to transforming growth factor beta	13/283	230/13000	0.0016011323980838045	0.02135041602946694	0.017179827961439218	NPNT/ZFP36L1/TGFBR2/TGFB1/ITGB8/GCNT2/ZFHX3/SOX5/ROCK1/ACVR1/IGF1R/ZEB1/CRKL	13
MSSM	STG	ora_up	BP	GO:0010574	regulation of vascular endothelial growth factor production	4/283	24/13000	0.0016565647659529629	0.021845947851004698	0.01757856264799932	C3/C3AR1/HPSE/TGFB1	4
MSSM	STG	ora_up	BP	GO:0042092	type 2 immune response	4/283	24/13000	0.0016565647659529629	0.021845947851004698	0.01757856264799932	CD74/CD86/IL18/TRAF3IP2	4
MSSM	STG	ora_up	BP	GO:0050901	leukocyte tethering or rolling	4/283	24/13000	0.0016565647659529629	0.021845947851004698	0.01757856264799932	PTAFR/SELPLG/SPN/ROCK1	4
MSSM	STG	ora_up	BP	GO:0010324	membrane invagination	6/283	59/13000	0.0017280082935397204	0.02270463644295596	0.018269515098846785	TREM2/C3/ITGB2/ITGAM/ABCA1/ANO6	6
MSSM	STG	ora_up	BP	GO:0035710	CD4-positive, alpha-beta T cell activation	7/283	80/13000	0.0017615672313392948	0.023061100944576828	0.018556347861438137	HLA-DRA/CD86/IL18/SPN/TGFBR2/TCIRG1/LGALS9	7
MSSM	STG	ora_up	BP	GO:0032872	regulation of stress-activated MAPK cascade	10/283	152/13000	0.0018103763804927855	0.02361389118846408	0.0190011561160238	TREM2/TPD52L1/EDA2R/TLR3/MECOM/PDCD4/SASH1/MAPK3/HIPK3/IGF1R	10
MSSM	STG	ora_up	BP	GO:0002700	regulation of production of molecular mediator of immune response	9/283	127/13000	0.001824799984845848	0.023715788208848034	0.019083148582941706	CD74/CD86/LAPTM5/TLR7/ANGPT1/SYK/IL18/TLR3/TGFB1	9
MSSM	STG	ora_up	BP	GO:0002279	mast cell activation involved in immune response	5/283	41/13000	0.0018619280328115823	0.023938121339409126	0.019262051182680096	CD84/SYK/LGALS9/PIK3CG/SNAP23	5
MSSM	STG	ora_up	BP	GO:0002448	mast cell mediated immunity	5/283	41/13000	0.0018619280328115823	0.023938121339409126	0.019262051182680096	CD84/SYK/LGALS9/PIK3CG/SNAP23	5
MSSM	STG	ora_up	BP	GO:0035305	negative regulation of dephosphorylation	5/283	41/13000	0.0018619280328115823	0.023938121339409126	0.019262051182680096	IQGAP1/SWAP70/ROCK1/IKBKB/LPIN1	5
MSSM	STG	ora_up	BP	GO:0002720	positive regulation of cytokine production involved in immune response	6/283	60/13000	0.0018855977979339111	0.02406989075156206	0.01936808077143579	CD74/LAPTM5/TLR7/SYK/IL18/TLR3	6
MSSM	STG	ora_up	BP	GO:0042632	cholesterol homeostasis	6/283	60/13000	0.0018855977979339111	0.02406989075156206	0.01936808077143579	LIPG/CYP39A1/IL18/ABCA1/MYLIP/SOAT1	6
MSSM	STG	ora_up	BP	GO:0002698	negative regulation of immune effector process	7/283	81/13000	0.0018930812222322626	0.024079724624635198	0.019375993696755744	FOXJ1/A2M/CD84/ANGPT1/LGALS9/TGFB1/GRN	7
MSSM	STG	ora_up	BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	4/283	25/13000	0.0019387002240788315	0.02434433626587361	0.01958891612725058	HLA-DRA/TREM2/CD74/CTSS	4
MSSM	STG	ora_up	BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	4/283	25/13000	0.0019387002240788315	0.02434433626587361	0.01958891612725058	HLA-DRA/CD86/IL18/LGALS9	4
MSSM	STG	ora_up	BP	GO:0055094	response to lipoprotein particle	4/283	25/13000	0.0019387002240788315	0.02434433626587361	0.01958891612725058	TREM2/ITGB2/SYK/ABCA1	4
MSSM	STG	ora_up	BP	GO:0002830	positive regulation of type 2 immune response	3/283	12/13000	0.0019410315506104968	0.02434433626587361	0.01958891612725058	CD74/CD86/IL18	3
MSSM	STG	ora_up	BP	GO:0046634	regulation of alpha-beta T cell activation	7/283	82/13000	0.002032081910970446	0.02530929796753816	0.020365382309506443	HLA-DRA/CD86/SYK/IL18/TGFBR2/LGALS9/ITPKB	7
MSSM	STG	ora_up	BP	GO:0050868	negative regulation of T cell activation	7/283	82/13000	0.002032081910970446	0.02530929796753816	0.020365382309506443	FOXJ1/CD74/CD86/LAPTM5/SPN/LGALS9/PELI1	7
MSSM	STG	ora_up	BP	GO:0045661	regulation of myoblast differentiation	6/283	61/13000	0.0020538335063062796	0.025403795817657327	0.020441420959316947	RANBP3L/ZFP36L1/IL18/TGFB1/ACTL6A/BRD7	6
MSSM	STG	ora_up	BP	GO:0055092	sterol homeostasis	6/283	61/13000	0.0020538335063062796	0.025403795817657327	0.020441420959316947	LIPG/CYP39A1/IL18/ABCA1/MYLIP/SOAT1	6
MSSM	STG	ora_up	BP	GO:0014009	glial cell proliferation	5/283	42/13000	0.0020765257530674765	0.025508554370729585	0.020525715987422567	TREM2/CSF1R/GFAP/PRKCH/CLU	5
MSSM	STG	ora_up	BP	GO:0043030	regulation of macrophage activation	5/283	42/13000	0.0020765257530674765	0.025508554370729585	0.020525715987422567	TREM2/CD74/CD84/CEBPA/GRN	5
MSSM	STG	ora_up	BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	10/283	155/13000	0.0020921686847530994	0.02561300024644835	0.02060975941653673	TREM2/TPD52L1/EDA2R/TLR3/MECOM/PDCD4/SASH1/MAPK3/HIPK3/IGF1R	10
MSSM	STG	ora_up	BP	GO:0048545	response to steroid hormone	14/283	267/13000	0.0021696832643878904	0.026471611800542052	0.02130064987809379	CYBB/PTAFR/A2M/ZFP36L1/FAM107A/TGFBR2/TGFB1/YAP1/NEDD4/ACVR1/PRMT2/IGF1R/DAXX/NCOA4	14
MSSM	STG	ora_up	BP	GO:0030856	regulation of epithelial cell differentiation	8/283	106/13000	0.0021836915720207704	0.02655220904691018	0.021365503266658172	FOXJ1/ZFP36L1/YAP1/PRKCH/ROCK1/IKBKB/ZEB1/STAT5B	8
MSSM	STG	ora_up	BP	GO:0007264	small GTPase mediated signal transduction	20/283	453/13000	0.0021949131450634783	0.026598491389671273	0.021402744821351558	CGNL1/ITPKB/ABCA1/DOCK2/PIK3CG/SYDE1/ARHGAP15/SIPA1/ARHGAP42/DOK1/BCAR3/MRAS/FBXO8/SWAP70/RAB9A/ROCK1/ARHGAP5/ARAP1/RAF1/CRKL	20
MSSM	STG	ora_up	BP	GO:0070664	negative regulation of leukocyte proliferation	6/283	62/13000	0.0022331670727445017	0.026970943737153294	0.02170244236564035	FOXJ1/CD86/TYROBP/SPN/LGALS9/PELI1	6
MSSM	STG	ora_up	BP	GO:0009896	positive regulation of catabolic process	20/283	454/13000	0.002251728501359958	0.02708945610515864	0.021797804539886723	TREM2/LAPTM5/NUPR1/TRIM22/ZFP36L1/CEBPA/MSN/HSPB8/NEDD4/TRIM38/ZC3HAV1/MOV10/MYLIP/PABPC1/ROCK1/CLU/MAPK3/TRIM8/SNX7/TNRC6B	20
MSSM	STG	ora_up	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	9/283	131/13000	0.002258084018801905	0.02708945610515864	0.021797804539886723	TREM2/CD74/ANGPT1/SYK/IL18/CSF1R/TGFB1/CD4/ACVR1	9
MSSM	STG	ora_up	BP	GO:0006909	phagocytosis	11/283	185/13000	0.002431443846349793	0.029071963589522357	0.023393049216460113	TREM2/ITGAL/C3/ITGB2/TYROBP/SYK/ITGAM/ABCA1/DOCK2/ANO6/LMAN2	11
MSSM	STG	ora_up	BP	GO:0048514	blood vessel morphogenesis	21/283	490/13000	0.0024492232652692765	0.02918725532398968	0.02348581987539205	C3/CYBB/C3AR1/ITGAX/ANGPT1/ZFP36L1/SYK/IL18/SLC39A12/TGFBR2/HPSE/TLR3/TGFB1/YAP1/PIK3CG/ITGB8/GRN/SASH1/ROCK1/ACVR1/SGPL1	21
MSSM	STG	ora_up	BP	GO:0023035	CD40 signaling pathway	3/283	13/13000	0.00248295553232241	0.029244354466426325	0.023531765277226533	TREM2/CD86/TRAF3IP2	3
MSSM	STG	ora_up	BP	GO:0030449	regulation of complement activation	3/283	13/13000	0.00248295553232241	0.029244354466426325	0.023531765277226533	TREM2/C3/A2M	3
MSSM	STG	ora_up	BP	GO:0036005	response to macrophage colony-stimulating factor	3/283	13/13000	0.00248295553232241	0.029244354466426325	0.023531765277226533	TREM2/CSF1R/DOK1	3
MSSM	STG	ora_up	BP	GO:0051056	regulation of small GTPase mediated signal transduction	14/283	271/13000	0.002486626181282417	0.029244354466426325	0.023531765277226533	CGNL1/ITPKB/ABCA1/DOCK2/PIK3CG/SYDE1/ARHGAP15/SIPA1/ARHGAP42/FBXO8/SWAP70/ARHGAP5/ARAP1/RAF1	14
MSSM	STG	ora_up	BP	GO:0042130	negative regulation of T cell proliferation	5/283	44/13000	0.0025590368823260722	0.029997599009488955	0.02413787110883416	FOXJ1/CD86/SPN/LGALS9/PELI1	5
MSSM	STG	ora_up	BP	GO:0010573	vascular endothelial growth factor production	4/283	27/13000	0.0025994221966959587	0.030201406008160497	0.024301866469378042	C3/C3AR1/HPSE/TGFB1	4
MSSM	STG	ora_up	BP	GO:0032801	receptor catabolic process	4/283	27/13000	0.0025994221966959587	0.030201406008160497	0.024301866469378042	LAPTM5/TGFB1/NEDD4/MYLIP	4
MSSM	STG	ora_up	BP	GO:2000377	regulation of reactive oxygen species metabolic process	8/283	109/13000	0.0026016823129416207	0.030201406008160497	0.024301866469378042	ITGB2/TYROBP/SYK/SLC5A3/TGFBR2/ITGAM/TGFB1/AATF	8
MSSM	STG	ora_up	BP	GO:0014065	phosphatidylinositol 3-kinase signaling	8/283	110/13000	0.0027541001525386425	0.03185288428275735	0.025630745147923243	TREM2/ANGPT1/ZFP36L1/IL18/PIK3R5/PIK3CG/NEDD4/IGF1R	8
MSSM	STG	ora_up	BP	GO:0071356	cellular response to tumor necrosis factor	10/283	161/13000	0.0027617081159569375	0.03185288428275735	0.025630745147923243	LAPTM5/CASP1/NPNT/ZFP36L1/SYK/CEBPA/EDA2R/TRAF3IP2/MAPK3/IKBKB	10
MSSM	STG	ora_up	BP	GO:0002706	regulation of lymphocyte mediated immunity	8/283	111/13000	0.002913403755931664	0.03349480536066307	0.026951933531594544	FOXJ1/HLA-DRA/TREM2/C3/IL18/LGALS9/TGFB1/STAT5B	8
MSSM	STG	ora_up	BP	GO:0006622	protein targeting to lysosome	4/283	28/13000	0.002981409974823411	0.0337147939973728	0.027128949610669	LAPTM5/NEDD4/CLU/NCOA4	4
MSSM	STG	ora_up	BP	GO:0043029	T cell homeostasis	4/283	28/13000	0.002981409974823411	0.0337147939973728	0.027128949610669	TCIRG1/LGALS9/RPS6/STAT5B	4
MSSM	STG	ora_up	BP	GO:0043330	response to exogenous dsRNA	4/283	28/13000	0.002981409974823411	0.0337147939973728	0.027128949610669	IFIH1/TLR3/RFTN2/MAPK3	4
MSSM	STG	ora_up	BP	GO:0045730	respiratory burst	4/283	28/13000	0.002981409974823411	0.0337147939973728	0.027128949610669	TREM2/CYBB/PIK3CG/GRN	4
MSSM	STG	ora_up	BP	GO:0071402	cellular response to lipoprotein particle stimulus	4/283	28/13000	0.002981409974823411	0.0337147939973728	0.027128949610669	TREM2/ITGB2/SYK/ABCA1	4
MSSM	STG	ora_up	BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	11/283	190/13000	0.0029889335074336633	0.0337147939973728	0.027128949610669	TREM2/CD74/SAMSN1/ITGB2/ANGPT1/SYK/IL18/CSF1R/TGFB1/CD4/ACVR1	11
MSSM	STG	ora_up	BP	GO:0097530	granulocyte migration	7/283	88/13000	0.0030394104701794294	0.03417669390762888	0.027500622040032986	CD74/C3AR1/ITGB2/SYK/CSF1R/PIK3CG/MAPK3	7
MSSM	STG	ora_up	BP	GO:0019058	viral life cycle	13/283	248/13000	0.0030963742221793334	0.034413926610400235	0.027691513731080787	CD74/CD86/SELPLG/TRIM22/OAS1/IFIH1/LGALS9/CD4/NEDD4/TRIM38/ZC3HAV1/PABPC1/TRIM8	13
MSSM	STG	ora_up	BP	GO:0002407	dendritic cell chemotaxis	3/283	14/13000	0.003109602910210598	0.034413926610400235	0.027691513731080787	LGALS9/PIK3CG/ANO6	3
MSSM	STG	ora_up	BP	GO:0010759	positive regulation of macrophage chemotaxis	3/283	14/13000	0.003109602910210598	0.034413926610400235	0.027691513731080787	C3AR1/CSF1R/MAPK3	3
MSSM	STG	ora_up	BP	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	3/283	14/13000	0.003109602910210598	0.034413926610400235	0.027691513731080787	ZFP36L1/PABPC1/TNRC6B	3
MSSM	STG	ora_up	BP	GO:1900221	regulation of amyloid-beta clearance	3/283	14/13000	0.003109602910210598	0.034413926610400235	0.027691513731080787	TREM2/ROCK1/CLU	3
MSSM	STG	ora_up	BP	GO:0072678	T cell migration	5/283	46/13000	0.0031180725253359565	0.034413926610400235	0.027691513731080787	ITGAL/SPN/MSN/PIK3CG/CRKL	5
MSSM	STG	ora_up	BP	GO:0045137	development of primary sexual characteristics	10/283	165/13000	0.0032962082885839078	0.036268402242792874	0.0291837362844594	NUPR1/A2M/TLR3/LHFPL2/SALL1/SGPL1/STAT5B/FNDC3A/NCOA4/CRKL	10
MSSM	STG	ora_up	BP	GO:0050777	negative regulation of immune response	9/283	139/13000	0.003368686192724476	0.03695253019358622	0.029734226751812375	FOXJ1/TREM2/SAMSN1/A2M/CD84/SYK/OAS1/LGALS9/GRN	9
MSSM	STG	ora_up	BP	GO:0034381	plasma lipoprotein particle clearance	4/283	29/13000	0.003400034656592164	0.03706967876351396	0.029828491532157143	LIPG/TREM2/MYLIP/SOAT1	4
MSSM	STG	ora_up	BP	GO:0050869	negative regulation of B cell activation	4/283	29/13000	0.003400034656592164	0.03706967876351396	0.029828491532157143	FOXJ1/SAMSN1/LAPTM5/TYROBP	4
MSSM	STG	ora_up	BP	GO:0050766	positive regulation of phagocytosis	5/283	47/13000	0.003428330940507001	0.037109568329573135	0.029860589074491083	TREM2/C3/DOCK2/ANO6/LMAN2	5
MSSM	STG	ora_up	BP	GO:0035303	regulation of dephosphorylation	8/283	114/13000	0.0034347300489038974	0.037109568329573135	0.029860589074491083	NPNT/TGFB1/IQGAP1/SWAP70/ROCK1/IKBKB/LPIN1/SMG5	8
MSSM	STG	ora_up	BP	GO:0055088	lipid homeostasis	8/283	114/13000	0.0034347300489038974	0.037109568329573135	0.029860589074491083	LIPG/TREM2/CYP39A1/CEBPA/IL18/ABCA1/MYLIP/SOAT1	8
MSSM	STG	ora_up	BP	GO:1905477	positive regulation of protein localization to membrane	7/283	90/13000	0.0034483324100621484	0.03714464971439317	0.02988881766521388	TREM2/ITGB2/SLC5A3/ITGAM/PRKCH/MYO1C/KIF5B	7
MSSM	STG	ora_up	BP	GO:0001570	vasculogenesis	6/283	68/13000	0.00356811583678548	0.0382054671837299	0.030742415159358324	ZFP36L1/TGFBR2/TGFB1/YAP1/ITGB8/SGPL1	6
MSSM	STG	ora_up	BP	GO:0048661	positive regulation of smooth muscle cell proliferation	6/283	68/13000	0.00356811583678548	0.0382054671837299	0.030742415159358324	PTAFR/GJA1/IL18/TGFBR2/TGFB1/IGF1R	6
MSSM	STG	ora_up	BP	GO:0033002	muscle cell proliferation	10/283	167/13000	0.0035927054538506887	0.0383542692350072	0.030862150233266255	PTAFR/ANGPT1/GJA1/IL18/TGFBR2/TGFB1/YAP1/PDCD4/IGF1R/SAV1	10
MSSM	STG	ora_up	BP	GO:0045445	myoblast differentiation	7/283	91/13000	0.0036678785824032292	0.03880036264095142	0.031221103799242523	RANBP3L/ZFP36L1/IL18/TGFB1/ACTL6A/BRD7/MBNL1	7
MSSM	STG	ora_up	BP	GO:1903038	negative regulation of leukocyte cell-cell adhesion	7/283	91/13000	0.0036678785824032292	0.03880036264095142	0.031221103799242523	FOXJ1/CD74/CD86/LAPTM5/SPN/LGALS9/PELI1	7
MSSM	STG	ora_up	BP	GO:0006401	RNA catabolic process	13/283	253/13000	0.0036704155167387514	0.03880036264095142	0.031221103799242523	SLFN12/ZFP36L1/ZC3HAV1/TRAF3IP2/RNASET2/MOV10/PABPC1/ROCK1/CASC3/RBM38/SMG5/XRN2/TNRC6B	13
MSSM	STG	ora_up	BP	GO:0010942	positive regulation of cell death	20/283	474/13000	0.0036777594920333096	0.03880036264095142	0.031221103799242523	LAPTM5/ITGB2/NUPR1/TYROBP/SYK/TPD52L1/ITGAM/LGALS9/TLR3/SLFN11/ANO6/IRF5/GRN/PDCD4/RPS6/CLU/PRMT2/DAXX/SAV1/NCOA1	20
MSSM	STG	ora_up	BP	GO:0001910	regulation of leukocyte mediated cytotoxicity	5/283	48/13000	0.0037601723463369765	0.03932285191344237	0.031641530071063344	HLA-DRA/TYROBP/ITGAM/LGALS9/STAT5B	5
MSSM	STG	ora_up	BP	GO:0045576	mast cell activation	5/283	48/13000	0.0037601723463369765	0.03932285191344237	0.031641530071063344	CD84/SYK/LGALS9/PIK3CG/SNAP23	5
MSSM	STG	ora_up	BP	GO:0070830	bicellular tight junction assembly	5/283	48/13000	0.0037601723463369765	0.03932285191344237	0.031641530071063344	PARD3/PRKCH/MYO1C/ROCK1/IKBKB	5
MSSM	STG	ora_up	BP	GO:0046718	viral entry into host cell	8/283	116/13000	0.0038206011476998353	0.03952790780206802	0.03180653036352633	CD74/CD86/SELPLG/TRIM22/LGALS9/CD4/TRIM38/TRIM8	8
MSSM	STG	ora_up	BP	GO:0034138	toll-like receptor 3 signaling pathway	3/283	15/13000	0.0038249280178153443	0.03952790780206802	0.03180653036352633	OAS1/TLR3/PELI1	3
MSSM	STG	ora_up	BP	GO:0045061	thymic T cell selection	3/283	15/13000	0.0038249280178153443	0.03952790780206802	0.03180653036352633	CD74/ITPKB/DOCK2	3
MSSM	STG	ora_up	BP	GO:0071404	cellular response to low-density lipoprotein particle stimulus	3/283	15/13000	0.0038249280178153443	0.03952790780206802	0.03180653036352633	ITGB2/SYK/ABCA1	3
MSSM	STG	ora_up	BP	GO:0098586	cellular response to virus	6/283	69/13000	0.003838161512446154	0.03952790780206802	0.03180653036352633	TLR7/OAS1/IFIH1/LGALS9/TLR3/RNF135	6
MSSM	STG	ora_up	BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	4/283	30/13000	0.0038569187986405924	0.03952790780206802	0.03180653036352633	HLA-DRA/CD74/CTSS/IKBKB	4
MSSM	STG	ora_up	BP	GO:0046640	regulation of alpha-beta T cell proliferation	4/283	30/13000	0.0038569187986405924	0.03952790780206802	0.03180653036352633	SYK/IL18/TGFBR2/LGALS9	4
MSSM	STG	ora_up	BP	GO:0002064	epithelial cell development	10/283	169/13000	0.003909998528709091	0.039957734252078374	0.03215239455906531	FOXJ1/CEBPA/MSN/HPSE/PALLD/YAP1/IQGAP1/ROCK1/IKBKB/FNDC3A	10
MSSM	STG	ora_up	BP	GO:0001818	negative regulation of cytokine production	11/283	197/13000	0.003937843060032287	0.04012796322822674	0.03228937102454704	FOXJ1/TREM2/LAPTM5/TYROBP/CD84/ANGPT1/OAS1/LGALS9/TGFB1/SIGIRR/PDCD4	11
MSSM	STG	ora_up	BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	5/283	49/13000	0.00411441104397488	0.04156696821760212	0.03344728092752044	HLA-DRA/CD86/IL18/SPN/LGALS9	5
MSSM	STG	ora_up	BP	GO:0032418	lysosome localization	6/283	70/13000	0.004123067818762985	0.04156696821760212	0.03344728092752044	CD84/SYK/LGALS9/PIK3CG/KIF5B/SNAP23	6
MSSM	STG	ora_up	BP	GO:1990849	vacuolar localization	6/283	70/13000	0.004123067818762985	0.04156696821760212	0.03344728092752044	CD84/SYK/LGALS9/PIK3CG/KIF5B/SNAP23	6
MSSM	STG	ora_up	BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	12/283	227/13000	0.004125408610389282	0.04156696821760212	0.03344728092752044	LAPTM5/ANGPT1/FAM107A/PTTG1IP/FBXO2/SASH1/PELI1/WBP1L/RPL5/RPS20/DAXX/U2AF2	12
MSSM	STG	ora_up	BP	GO:0046661	male sex differentiation	8/283	118/13000	0.004239165585318849	0.04259352088106082	0.03427330689943767	NUPR1/TLR3/LHFPL2/SGPL1/STAT5B/FNDC3A/NCOA4/CRKL	8
MSSM	STG	ora_up	BP	GO:0097028	dendritic cell differentiation	4/283	31/13000	0.00435364771552027	0.04362160434517097	0.03510056464556478	TREM2/TGFBR2/LGALS9/ITGB8	4
MSSM	STG	ora_up	BP	GO:0072089	stem cell proliferation	7/283	94/13000	0.004390608771960928	0.043869397395609605	0.03529995382705429	ZFP36L1/GJA1/CEBPA/TGFBR2/YAP1/MECOM/NES	7
MSSM	STG	ora_up	BP	GO:0045088	regulation of innate immune response	10/283	172/13000	0.00442712118229911	0.04402266103342889	0.03542327896164865	TREM2/TYROBP/A2M/SYK/OAS1/LGALS9/RNF135/GRN/IKBKB/STAT5B	10
MSSM	STG	ora_up	BP	GO:0002287	alpha-beta T cell activation involved in immune response	5/283	50/13000	0.004491857802686082	0.04402266103342889	0.03542327896164865	HLA-DRA/CD86/IL18/SPN/LGALS9	5
MSSM	STG	ora_up	BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	5/283	50/13000	0.004491857802686082	0.04402266103342889	0.03542327896164865	HLA-DRA/CD86/IL18/SPN/LGALS9	5
MSSM	STG	ora_up	BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	5/283	50/13000	0.004491857802686082	0.04402266103342889	0.03542327896164865	HLA-DRA/TGFB1/TRAF3IP2/UNG/SWAP70	5
MSSM	STG	ora_up	BP	GO:0048002	antigen processing and presentation of peptide antigen	5/283	50/13000	0.004491857802686082	0.04402266103342889	0.03542327896164865	HLA-DRA/TREM2/CD74/CTSS/IKBKB	5
MSSM	STG	ora_up	BP	GO:0060760	positive regulation of response to cytokine stimulus	5/283	50/13000	0.004491857802686082	0.04402266103342889	0.03542327896164865	TREM2/CD74/LAPTM5/CASP1/IFIH1	5
MSSM	STG	ora_up	BP	GO:0097006	regulation of plasma lipoprotein particle levels	5/283	50/13000	0.004491857802686082	0.04402266103342889	0.03542327896164865	LIPG/TREM2/ABCA1/MYLIP/SOAT1	5
MSSM	STG	ora_up	BP	GO:0001773	myeloid dendritic cell activation	3/283	16/13000	0.0046325052956316	0.04478920888256213	0.03604008943288934	TGFBR2/DOCK2/ITGB8	3
MSSM	STG	ora_up	BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	3/283	16/13000	0.0046325052956316	0.04478920888256213	0.03604008943288934	TYROBP/SYK/IKBKB	3
MSSM	STG	ora_up	BP	GO:0010984	regulation of lipoprotein particle clearance	3/283	16/13000	0.0046325052956316	0.04478920888256213	0.03604008943288934	LIPG/TREM2/MYLIP	3
MSSM	STG	ora_up	BP	GO:1990840	response to lectin	3/283	16/13000	0.0046325052956316	0.04478920888256213	0.03604008943288934	TYROBP/SYK/IKBKB	3
MSSM	STG	ora_up	BP	GO:1990858	cellular response to lectin	3/283	16/13000	0.0046325052956316	0.04478920888256213	0.03604008943288934	TYROBP/SYK/IKBKB	3
MSSM	STG	ora_up	BP	GO:0018108	peptidyl-tyrosine phosphorylation	14/283	291/13000	0.004696960672659435	0.04529031702373493	0.03644331116138135	TREM2/CD74/SAMSN1/ITGB2/ANGPT1/SYK/IL18/CSF1R/TGFB1/CD4/MAPK3/ACVR1/HIPK3/IGF1R	14
MSSM	STG	ora_up	BP	GO:0046849	bone remodeling	6/283	72/13000	0.004739392105852087	0.04534980995126116	0.0364911827465726	TMEM119/SYK/GJA1/TCIRG1/CSF1R/TGFB1	6
